,index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college,cf_dept_or_job_dissatisfaction
384,384,False,False,False,False,False,False,True,False,False,False,False,True,Female,31–35,3 to 4 Years,2012,TAFE,False
385,385,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
386,386,False,False,True,True,False,False,False,False,False,False,False,False,Male,41–45,3 to 4 Years,2012,TAFE,True
387,387,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE,False
388,388,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,Under 1 Year,2012,TAFE,False
389,389,False,False,True,False,False,False,False,False,False,False,False,False,Female,36–40,5 to 6 Years,2012,TAFE,False
390,390,False,False,False,False,False,False,False,True,True,True,True,True,Female,18-20,Under 1 Year,2012,TAFE,False
391,391,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
392,392,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
393,393,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE,False
394,394,False,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,1 to 2 Years,2012,TAFE,False
395,395,False,False,False,True,False,False,False,False,False,False,False,False,Female,31–35,1 to 2 Years,2012,TAFE,True
396,396,True,False,False,False,False,False,False,False,True,True,True,True,Female,31–35,Under 1 Year,2012,TAFE,False
397,397,False,False,False,False,False,False,False,False,False,True,True,True,Female,41–45,Under 1 Year,2012,TAFE,False
398,398,True,False,False,False,False,False,False,False,False,False,False,False,Male,36–40,7 to 10 Years,2012,TAFE,False
399,399,False,False,False,False,True,False,False,True,True,False,False,True,Male,41–45,1 to 2 Years,2012,TAFE,True
400,400,True,False,False,False,False,False,True,False,False,True,True,True,Female,26–30,1 to 2 Years,2012,TAFE,False
401,401,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE,True
402,402,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
403,403,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE,False
404,404,False,False,False,False,False,True,False,False,True,False,True,False,Female,51-55,1 to 2 Years,2012,TAFE,False
405,405,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2012,TAFE,False
406,406,False,False,False,False,False,False,True,False,False,True,True,True,Female,56+,11 to 20 Years,2012,TAFE,False
407,407,False,False,False,False,False,False,False,False,False,False,True,False,Male,26–30,7 to 10 Years,2012,TAFE,False
408,408,False,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,5 to 6 Years,2012,TAFE,False
409,409,True,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE,False
410,410,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,TAFE,False
411,411,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,TAFE,True
412,412,False,False,False,False,True,False,False,False,False,False,False,False,Male,,,2012,TAFE,True
413,413,False,False,False,False,False,False,False,False,False,True,False,True,Female,41–45,11 to 20 Years,2012,TAFE,False
414,414,False,False,False,False,False,False,True,False,False,False,True,True,Female,56+,11 to 20 Years,2012,TAFE,False
415,415,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
416,416,False,False,False,False,False,False,True,False,False,True,True,True,Female,31–35,3 to 4 Years,2012,TAFE,False
417,417,False,False,False,False,False,False,False,False,False,True,False,True,Female,26–30,Under 1 Year,2012,TAFE,False
418,418,False,False,False,False,False,False,False,False,False,False,True,False,Female,31–35,Under 1 Year,2012,TAFE,False
419,419,False,False,False,True,True,False,False,False,False,False,False,False,Female,26–30,5 to 6 Years,2012,TAFE,True
420,420,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,1 to 2 Years,2012,TAFE,False
421,421,True,False,False,False,True,False,False,False,False,False,False,False,Male,36–40,11 to 20 Years,2012,TAFE,True
422,422,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
423,423,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,2012,TAFE,False
424,424,False,False,False,False,False,False,True,False,False,False,False,True,Female,18-20,3 to 4 Years,2012,TAFE,False
425,425,False,False,False,False,False,False,True,False,False,False,False,False,Male,,,2012,TAFE,False
426,426,False,False,False,False,False,False,False,False,False,True,True,True,Male,56+,Under 1 Year,2012,TAFE,False
427,427,False,False,False,False,False,False,False,False,False,True,True,True,Female,51-55,3 to 4 Years,2012,TAFE,False
428,428,False,False,False,False,False,False,False,True,False,True,True,True,Female,41–45,Under 1 Year,2012,TAFE,False
429,429,False,False,False,False,False,False,False,False,True,True,True,True,Female,36–40,Under 1 Year,2012,TAFE,False
430,430,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2012,TAFE,False
431,431,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2012,TAFE,False
432,432,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE,False
433,433,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE,False
434,434,False,False,True,False,False,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE,False
435,435,False,False,False,False,False,False,False,False,False,True,True,True,Male,18-20,1 to 2 Years,2012,TAFE,False
436,436,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,7 to 10 Years,2012,TAFE,False
437,437,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
438,438,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,3 to 4 Years,2012,TAFE,False
439,439,True,False,False,False,False,False,False,False,True,False,False,False,Female,26–30,Under 1 Year,2012,TAFE,False
440,440,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,3 to 4 Years,2012,TAFE,False
441,441,False,False,True,True,False,True,False,False,True,False,False,False,Male,36–40,3 to 4 Years,2011,TAFE,True
442,442,True,False,False,False,False,True,False,False,False,False,False,False,Male,31–35,5 to 6 Years,2011,TAFE,False
443,443,False,True,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE,True
444,444,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE,False
445,445,False,False,False,False,False,False,False,True,False,True,True,True,Female,56+,11 to 20 Years,2012,TAFE,False
446,446,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
447,447,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,Under 1 Year,2012,TAFE,False
448,448,False,False,False,False,False,False,True,False,True,False,True,True,Female,56+,1 to 2 Years,2012,TAFE,False
449,449,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE,False
450,450,False,False,False,False,False,False,False,False,True,True,True,True,Female,46–50,1 to 2 Years,2012,TAFE,False
451,451,False,False,False,False,False,False,False,False,True,False,True,True,Male,21–25,1 to 2 Years,2012,TAFE,False
452,452,False,False,False,True,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE,True
453,453,True,False,False,True,True,False,False,False,False,True,False,False,Female,31–35,1 to 2 Years,2012,TAFE,True
454,454,False,False,False,False,False,False,False,False,False,False,False,True,Female,21–25,7 to 10 Years,2012,TAFE,False
455,455,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
456,456,False,False,False,False,False,False,False,False,False,True,True,True,Female,31–35,Under 1 Year,2012,TAFE,False
457,457,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2012,TAFE,False
458,458,False,False,False,False,False,False,False,False,False,True,True,True,Female,46–50,3 to 4 Years,2012,TAFE,False
459,459,False,False,False,False,False,False,False,True,True,True,True,True,Female,51-55,Under 1 Year,2012,TAFE,False
460,460,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE,False
461,461,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,1 to 2 Years,2012,TAFE,False
462,462,False,False,False,False,False,False,True,False,False,True,True,True,Female,41–45,7 to 10 Years,2012,TAFE,False
463,463,False,False,False,False,False,False,False,True,False,False,True,False,Male,56+,20 Plus Years,2012,TAFE,False
464,464,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,3 to 4 Years,2012,TAFE,False
465,465,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE,False
466,466,False,False,False,False,False,False,False,False,False,False,False,True,Female,31–35,3 to 4 Years,2012,TAFE,False
467,467,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,20 Plus Years,2012,TAFE,False
468,468,False,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,Under 1 Year,2012,TAFE,False
469,469,False,False,False,False,False,False,False,False,False,True,False,False,Female,46–50,Under 1 Year,2012,TAFE,False
470,470,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE,True
471,471,False,False,False,False,False,False,False,True,True,True,True,False,Female,51-55,Under 1 Year,2012,TAFE,False
472,472,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
473,473,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,1 to 2 Years,2012,TAFE,False
474,474,False,False,False,False,False,False,False,False,False,False,True,False,Male,36–40,Under 1 Year,2012,TAFE,False
475,475,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE,False
476,476,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
477,477,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,1 to 2 Years,2012,TAFE,False
478,478,False,False,False,False,True,False,True,False,False,False,False,False,Female,36–40,5 to 6 Years,2012,TAFE,True
479,479,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,2012,TAFE,False
480,480,False,False,False,False,False,False,False,False,False,True,True,False,Female,26–30,Under 1 Year,2012,TAFE,False
481,481,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2012,TAFE,False
482,482,False,False,False,False,False,False,False,False,False,True,True,False,Female,41–45,1 to 2 Years,2012,TAFE,False
483,483,False,False,False,False,False,False,False,True,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE,False
484,484,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE,False
485,485,False,False,False,False,False,False,False,False,False,True,True,False,Female,46–50,Under 1 Year,2012,TAFE,False
486,486,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
487,487,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2012,TAFE,False
488,488,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,5 to 6 Years,2012,TAFE,False
489,489,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Under 1 Year,2012,TAFE,False
490,490,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2012,TAFE,False
491,491,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2012,TAFE,False
492,492,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,3 to 4 Years,2012,TAFE,False
493,493,False,False,False,False,False,False,False,False,True,True,True,True,Female,31–35,1 to 2 Years,2012,TAFE,False
494,494,False,False,False,False,False,False,False,False,False,True,True,True,Male,56+,1 to 2 Years,2012,TAFE,False
495,495,True,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE,False
496,496,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE,False
497,497,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2012,TAFE,False
498,498,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,Under 1 Year,2012,TAFE,False
499,499,False,False,False,False,False,False,False,True,True,True,True,True,Female,36–40,Under 1 Year,2012,TAFE,False
500,500,False,False,False,False,False,False,False,False,True,True,True,True,Male,46–50,3 to 4 Years,2012,TAFE,False
501,501,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2012,TAFE,False
502,502,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
503,503,True,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,Under 1 Year,2012,TAFE,False
504,504,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE,False
505,505,True,False,False,False,False,False,True,False,False,False,False,False,Male,46–50,11 to 20 Years,2012,TAFE,False
506,506,True,False,False,True,False,False,False,False,False,False,False,False,Male,36–40,Under 1 Year,2012,TAFE,True
507,507,False,False,False,False,False,False,False,False,False,False,False,False,Male,21–25,1 to 2 Years,2012,TAFE,False
508,508,False,False,False,False,True,False,True,False,False,False,False,False,Female,36–40,1 to 2 Years,2012,TAFE,True
509,509,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,Under 1 Year,2012,TAFE,False
510,510,False,False,False,False,False,False,False,False,False,False,True,True,Female,31–35,Under 1 Year,2012,TAFE,False
511,511,False,False,False,False,False,False,False,False,True,True,True,False,Male,56+,20 Plus Years,2012,TAFE,False
512,512,False,True,False,True,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2012,TAFE,True
513,513,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
514,514,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
515,515,False,False,False,False,False,False,False,True,True,True,True,True,Female,51-55,1 to 2 Years,2012,TAFE,False
516,516,False,False,False,False,False,False,True,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE,False
517,517,False,False,False,False,False,False,True,True,False,True,True,True,Female,41–45,11 to 20 Years,2012,TAFE,False
518,518,False,False,False,True,False,False,False,False,False,True,False,True,Female,26–30,Under 1 Year,2012,TAFE,True
519,519,False,False,True,False,False,False,False,True,False,True,False,False,Male,31–35,1 to 2 Years,2012,TAFE,False
520,520,True,False,False,True,False,False,False,False,False,False,False,True,Female,41–45,5 to 6 Years,2012,TAFE,True
521,521,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,20 Plus Years,2012,TAFE,False
522,522,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,3 to 4 Years,2012,TAFE,False
523,523,True,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,Under 1 Year,2012,TAFE,False
524,524,False,False,False,True,False,False,False,False,False,True,True,True,Male,56+,1 to 2 Years,2012,TAFE,True
525,525,False,True,False,True,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE,True
526,526,False,False,False,False,False,False,True,False,False,False,False,False,Male,26–30,3 to 4 Years,2012,TAFE,False
527,527,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE,True
528,528,False,False,False,False,True,True,False,False,False,False,False,False,Female,46–50,7 to 10 Years,2012,TAFE,True
529,529,False,True,False,False,False,False,False,False,True,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
530,530,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
531,531,True,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2012,TAFE,False
532,532,False,False,False,False,False,False,True,True,False,True,True,True,Male,26–30,3 to 4 Years,2012,TAFE,False
533,533,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
534,534,False,False,False,False,True,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE,True
535,535,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
536,536,True,False,False,False,False,False,False,False,False,True,True,True,Female,26–30,1 to 2 Years,2012,TAFE,False
537,537,True,False,False,False,False,False,False,False,False,False,True,True,Male,36–40,1 to 2 Years,2012,TAFE,False
538,538,True,False,False,False,True,False,True,False,False,False,False,True,Female,21–25,1 to 2 Years,2012,TAFE,True
539,539,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
540,540,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
541,541,False,False,False,False,False,False,False,False,False,True,True,True,Female,26–30,Under 1 Year,2012,TAFE,False
542,542,True,False,False,False,False,False,False,True,True,True,True,True,Male,21–25,1 to 2 Years,2012,TAFE,False
543,543,False,False,False,False,False,False,False,False,True,False,False,False,Female,31–35,3 to 4 Years,2013,TAFE,False
544,544,False,True,False,True,True,False,False,False,False,False,False,False,Female,18-20,3 to 4 Years,2012,TAFE,True
545,545,True,False,False,False,False,False,True,False,True,False,False,True,Male,51-55,1 to 2 Years,2012,TAFE,False
546,546,True,False,False,False,False,False,False,False,False,False,False,False,Male,56+,3 to 4 Years,2012,TAFE,False
547,547,False,False,False,False,False,False,False,False,False,False,True,False,Female,36–40,Under 1 Year,2012,TAFE,False
548,548,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
549,549,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE,False
550,550,True,False,False,False,True,False,True,False,False,False,False,False,Female,26–30,3 to 4 Years,2012,TAFE,True
551,551,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2012,TAFE,False
552,552,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,11 to 20 Years,2012,TAFE,False
553,553,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
554,554,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE,False
555,555,False,False,False,False,False,False,True,True,False,True,True,True,Female,36–40,11 to 20 Years,2012,TAFE,False
556,556,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2012,TAFE,False
557,557,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
558,558,True,False,False,False,False,False,False,True,True,True,True,False,Female,41–45,1 to 2 Years,2012,TAFE,False
559,559,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,TAFE,False
560,560,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,20 Plus Years,2012,TAFE,False
561,561,False,False,False,False,False,False,False,False,True,False,False,True,Male,21–25,1 to 2 Years,2012,TAFE,False
562,562,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,20 Plus Years,2012,TAFE,False
563,563,True,False,False,False,False,False,True,True,False,True,True,True,Male,46–50,Under 1 Year,2012,TAFE,False
564,564,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,TAFE,False
565,565,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
566,566,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
567,567,False,False,True,False,False,False,False,False,False,False,False,False,Male,51-55,7 to 10 Years,2012,TAFE,False
568,568,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2010,TAFE,False
569,569,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,5 to 6 Years,2012,TAFE,False
570,570,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
571,571,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
572,572,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE,False
573,573,False,True,False,False,False,False,False,True,False,False,False,False,Male,36–40,7 to 10 Years,2012,TAFE,False
574,574,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE,False
575,575,False,False,False,False,False,False,False,False,False,False,False,True,Female,41–45,Under 1 Year,2012,TAFE,False
576,576,True,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,7 to 10 Years,2012,TAFE,False
577,577,False,False,False,False,False,True,True,False,True,False,False,False,Female,36–40,Under 1 Year,2012,TAFE,False
578,578,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2012,TAFE,False
579,579,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE,False
580,580,False,False,False,False,False,False,True,False,True,True,True,True,Female,31–35,Under 1 Year,2012,TAFE,False
581,581,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
582,582,False,False,False,False,False,False,False,True,False,True,False,False,Female,18-20,7 to 10 Years,2012,TAFE,False
583,583,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,7 to 10 Years,2012,TAFE,False
584,584,False,False,False,False,False,False,False,False,False,False,False,False,Male,18-20,11 to 20 Years,2012,TAFE,False
585,585,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2012,TAFE,False
586,586,False,False,False,False,True,False,False,False,False,False,True,False,Female,46–50,5 to 6 Years,2012,TAFE,True
587,587,False,False,False,False,False,False,False,True,True,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
588,588,False,False,False,True,True,False,False,False,False,False,False,False,Male,31–35,3 to 4 Years,2012,TAFE,True
589,589,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,TAFE,True
590,590,True,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,11 to 20 Years,2013,TAFE,False
591,591,False,False,False,False,False,False,False,False,False,False,False,False,Male,36–40,7 to 10 Years,2013,TAFE,False
592,592,True,False,False,False,False,False,False,False,False,True,False,True,Male,46–50,7 to 10 Years,2012,TAFE,False
593,593,True,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,1 to 2 Years,2012,TAFE,False
594,594,False,False,False,False,False,False,False,False,False,False,True,False,Female,36–40,Under 1 Year,2012,TAFE,False
595,595,True,False,False,True,True,False,False,False,False,True,True,True,Female,21–25,3 to 4 Years,2012,TAFE,True
596,596,False,False,False,False,False,False,True,False,False,False,True,False,Female,31–35,1 to 2 Years,2012,TAFE,False
597,597,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,TAFE,False
598,598,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,TAFE,False
599,599,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2012,TAFE,False
600,600,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE,False
601,601,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,1 to 2 Years,2012,TAFE,False
602,602,True,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2013,TAFE,False
603,603,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,3 to 4 Years,2012,TAFE,False
604,604,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
605,605,False,False,False,False,False,False,False,False,False,True,True,True,Female,36–40,Under 1 Year,2012,TAFE,False
606,606,True,False,False,False,True,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,TAFE,True
607,607,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,11 to 20 Years,2012,TAFE,False
608,608,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,TAFE,False
609,609,False,False,False,False,False,False,False,False,False,True,False,True,Female,46–50,11 to 20 Years,2012,TAFE,False
610,610,True,False,False,True,False,True,False,False,False,False,True,False,Female,21–25,3 to 4 Years,2012,TAFE,True
611,611,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,TAFE,True
612,612,False,False,False,False,False,False,True,False,False,False,False,False,Female,36–40,7 to 10 Years,2013,TAFE,False
613,613,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2013,TAFE,False
614,614,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE,False
615,615,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,11 to 20 Years,2012,TAFE,False
616,616,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
617,617,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
618,618,False,False,False,False,False,False,False,False,False,True,False,False,Male,31–35,3 to 4 Years,2012,TAFE,False
619,619,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
620,620,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE,False
621,621,False,False,False,False,False,False,False,False,True,True,True,False,Male,,,2013,TAFE,False
622,622,True,False,False,False,False,False,False,False,False,True,True,True,Male,36–40,5 to 6 Years,2012,TAFE,False
623,623,False,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,7 to 10 Years,2013,TAFE,False
624,624,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Under 1 Year,2012,TAFE,False
625,625,False,False,False,True,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,True
626,626,False,True,False,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE,False
627,627,False,False,False,True,False,False,False,False,False,False,False,False,Male,41–45,5 to 6 Years,2012,TAFE,True
628,628,True,False,False,False,False,False,True,False,False,False,False,False,Female,,,2013,TAFE,False
629,629,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,False
630,630,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE,False
631,631,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,False
632,632,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2013,TAFE,False
633,633,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2013,TAFE,False
634,634,False,False,True,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE,False
635,635,False,False,False,False,False,False,True,False,False,False,False,False,Female,36–40,5 to 6 Years,2013,TAFE,False
636,636,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,3 to 4 Years,2013,TAFE,False
637,637,True,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE,False
638,638,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,False
639,639,True,False,False,False,False,False,False,False,False,True,False,True,Male,46–50,3 to 4 Years,2013,TAFE,False
640,640,True,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,3 to 4 Years,2013,TAFE,False
641,641,False,True,False,True,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,TAFE,True
642,642,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,1 to 2 Years,2013,TAFE,False
643,643,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2013,TAFE,False
644,644,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE,False
645,645,True,False,False,False,False,False,False,True,True,True,True,True,Male,18-20,Under 1 Year,2013,TAFE,False
646,646,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2013,TAFE,False
647,647,True,False,False,True,True,False,False,False,False,False,False,False,Male,46–50,7 to 10 Years,2012,TAFE,True
648,648,False,False,False,False,False,False,False,False,True,True,False,True,Female,46–50,5 to 6 Years,2013,TAFE,False
