,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years
226,227,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,A01-A04,1.0
227,228,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,False,False,False,False,False,False,True,False,Male,46-50,AO8 and Above,4.0
228,229,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,56-60,Primary,0.0
229,230,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,0.0
230,231,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,AO5-AO7,0.0
231,232,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,AO5-AO7,10.0
232,233,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,A01-A04,7.0
233,234,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,A01-A04,14.0
234,235,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,12.0
235,236,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,3.0
236,237,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,33.0
237,238,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,14.0
238,239,non_teaching_role,Voluntary Early Retirement (VER),False,True,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,AO5-AO7,9.0
239,240,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Primary,17.0
240,241,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,12.0
241,242,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,,19.0
242,243,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,A01-A04,18.0
243,244,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,31.0
244,245,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,AO5-AO7,
245,246,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,A01-A04,20.0
246,247,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,A01-A04,24.0
247,248,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,PO1-PO4,6.0
248,249,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,Primary,1.0
249,250,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,0.0
250,251,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Primary,7.0
251,252,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,Primary,4.0
252,253,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,Secondary,1.0
253,254,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,,16.0
254,255,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,Secondary,0.0
255,256,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,0.0
256,257,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,7.0
257,258,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,A01-A04,0.0
258,259,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,Secondary,5.0
259,260,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,41-45,,4.0
260,261,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,16.0
261,262,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,,1.0
262,263,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,Secondary,2.0
263,264,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Special Education,1.0
264,265,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,20 or younger,,1.0
265,266,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,5.0
266,267,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,24.0
267,268,non_teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,,1.0
268,269,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,0.0
269,270,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Secondary,2.0
270,271,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,31.0
271,272,non_teaching_role,Termination,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,61 or older,AO8 and Above,7.0
272,273,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,61 or older,,34.0
273,274,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Primary,5.0
274,275,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,A01-A04,2.0
275,276,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,AO5-AO7,7.0
276,277,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,26.0
277,278,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,True,False,False,False,False,False,False,False,Female,56-60,,14.0
278,279,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,A01-A04,2.0
279,280,non_teaching_role,Resignation-Other reasons,False,False,True,False,True,False,True,False,False,False,False,False,False,Female,61 or older,,20.0
280,281,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,15.0
281,282,teaching_role,Age Retirement,False,False,False,False,True,True,True,False,False,False,False,False,False,Female,51-55,Primary,35.0
282,283,non_teaching_role,Voluntary Early Retirement (VER),False,True,False,False,False,False,False,False,False,True,False,False,False,Female,26-30,AO5-AO7,0.0
283,284,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Secondary,5.0
284,285,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,4.0
285,286,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,0.0
286,287,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,0.0
287,288,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,9.0
288,289,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,26-30,AO5-AO7,
289,290,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,Primary,23.0
290,291,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,,17.0
291,292,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,
292,293,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56-60,Primary,30.0
293,294,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,,61 or older,,
294,295,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,PO1-PO4,21.0
295,296,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Special Education,9.0
296,297,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,3.0
297,298,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,15.0
298,299,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,Primary,1.0
299,300,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,A01-A04,15.0
300,301,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,16.0
301,302,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,
302,303,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,25.0
303,304,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,51-55,,1.0
304,305,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Secondary,4.0
305,306,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,41-45,AO5-AO7,1.0
306,307,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,A01-A04,1.0
307,308,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,5.0
308,309,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,True,True,False,False,Male,51-55,Secondary,25.0
309,310,teaching_role,Age Retirement,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,51-55,Special Education,4.0
310,311,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,24.0
311,312,teaching_role,Resignation-Other employer,False,False,False,False,True,True,False,False,False,False,False,False,False,Male,36-40,Secondary,6.0
312,313,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,True,False,True,Female,36-40,Primary,1.0
313,314,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,18.0
314,315,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Primary,7.0
315,316,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,
316,317,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
317,318,teaching_role,Resignation-Other employer,False,True,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,,23.0
318,319,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,46-50,,0.0
319,320,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,Secondary,21.0
320,321,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,26-30,,1.0
321,322,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,26.0
322,323,teaching_role,Resignation-Other employer,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,26-30,Middle,6.0
323,324,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,12.0
324,325,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,1.0
325,326,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,8.0
326,327,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,,4.0
327,328,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,37.0
328,329,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56-60,Special Education,4.0
329,330,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,,,Secondary,
330,331,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Secondary,26.0
331,332,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,13.0
332,333,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,21-25,,1.0
333,334,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,,0.0
334,335,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,Secondary,
335,336,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,Primary,0.0
336,337,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
337,338,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,12.0
338,339,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,27.0
339,340,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56-60,,
340,341,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,26-30,Primary,1.0
341,342,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,17.0
342,343,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,0.0
343,344,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,
344,345,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,17.0
345,346,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,Primary,24.0
346,347,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Primary,
347,348,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,4.0
348,349,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,Secondary,14.0
349,350,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,
350,351,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,Primary,30.0
351,352,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,26.0
352,353,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Primary,
353,354,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,1.0
354,355,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,Secondary,6.0
355,356,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,21.0
356,357,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,2.0
357,358,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,,7.0
358,359,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,38.0
359,360,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,A01-A04,23.0
360,361,teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,0.0
361,362,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Secondary,32.0
362,363,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,Primary,15.0
363,364,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,AO8 and Above,7.0
364,365,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,46-50,Primary,
365,366,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,Secondary,
366,367,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,Secondary,3.0
367,368,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Secondary,1.0
368,369,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,19.0
369,370,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,Secondary,37.0
370,371,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Secondary,0.0
371,372,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,0.0
372,373,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Primary,
373,374,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,Special Education,0.0
374,375,teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,20.0
375,376,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,13.0
376,377,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,5.0
377,378,teaching_role,Resignation-Other employer,False,False,False,False,False,True,False,False,True,True,False,False,False,Female,46-50,,
378,379,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,,35.0
379,380,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Primary,
380,381,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,9.0
381,382,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,True,Female,26-30,Secondary,5.0
382,383,non_teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56-60,AO8 and Above,3.0
383,384,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,Special Education,16.0
384,385,non_teaching_role,Contract Expired,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,36-40,AO5-AO7,1.0
385,386,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Special Education,18.0
386,387,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,,25.0
387,388,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,23.0
388,389,teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,6.0
389,390,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,Secondary,14.0
390,391,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,1813.0
391,392,teaching_role,Resignation-Other employer,False,True,False,False,False,True,True,False,False,False,False,False,False,Female,31-35,Secondary,5.0
392,393,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,Primary,25.0
393,394,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Secondary,4.0
394,395,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,Primary,33.0
395,396,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,Secondary,23.0
396,397,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,22.0
397,398,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,17.0
398,399,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,1.0
399,400,non_teaching_role,Resignation-Other employer,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56-60,,
400,401,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,56-60,Primary,39.0
401,402,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Female,56-60,Primary,2.0
402,403,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Primary,24.0
403,404,non_teaching_role,Termination,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,5.0
404,405,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,14.0
405,406,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,True,False,False,False,False,False,False,,,Primary,
406,407,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,True,False,False,False,False,Female,56-60,,21.0
407,408,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,2.0
408,409,teaching_role,Resignation-Other reasons,False,True,False,True,True,True,True,False,True,False,False,True,True,Female,26-30,Primary,6.0
409,410,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,,
410,411,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Primary,5.0
411,412,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,Primary,
412,413,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,4.0
413,414,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,24.0
414,415,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,4.0
415,416,teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,True,False,False,False,False,False,False,Male,26-30,Primary,0.0
416,417,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,Special Education,23.0
417,418,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,Primary,2.0
418,419,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56-60,,
419,420,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,1.0
420,421,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,61 or older,Primary,43.0
421,422,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Secondary,29.0
422,423,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,7.0
423,424,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,,1.0
424,425,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,7.0
425,426,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,,4.0
426,427,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1.0
427,428,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,10.0
428,429,non_teaching_role,Ill Health Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,29.0
429,430,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,37.0
430,431,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,8.0
431,432,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,11.0
432,433,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,True,True,False,False,True,True,True,False,False,Female,26-30,,3.0
433,434,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,46-50,Primary,11.0
434,435,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,26-30,,3.0
435,436,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,10.0
436,437,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,13.0
437,438,teaching_role,Resignation-Other reasons,False,False,True,False,False,True,False,False,False,False,False,False,False,Female,31-35,Special Education,11.0
438,439,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,
439,440,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,False,False,False,Female,56-60,,3.0
440,441,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,19.0
441,442,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,,3.0
442,443,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,,
443,444,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,14.0
444,445,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,61 or older,Secondary,7.0
445,446,teaching_role,Ill Health Retirement,False,False,False,False,True,False,True,False,True,False,False,True,False,Male,61 or older,,3.0
446,447,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,13.0
447,448,non_teaching_role,Termination,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,AO8 and Above,2.0
448,449,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,10.0
449,450,teaching_role,Resignation-Other employer,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,Primary,
450,451,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,Primary,21.0
451,452,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,1.0
452,453,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,6.0
453,454,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,
454,455,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,A01-A04,0.0
455,456,teaching_role,Other,False,False,True,False,False,True,False,False,False,False,True,True,False,Female,26-30,Secondary,4.0
