,ID,SeparationType,Cease Date,Position,Classification,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Maternity/family,Ill Health,Work life balance,Workload,None of the above,Gender,Age,service_length
216,217,Age Retirement,2013,Teacher,Primary,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,51-55,34.0
217,218,Voluntary Early Retirement (VER),2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,18.0
218,219,Age Retirement,2012,Teacher,Special Education,False,False,False,False,False,True,False,False,False,True,False,False,False,Female,51-55,13.0
219,220,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,61 or older,13.0
220,221,Ill Health Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,2.0
221,222,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,24.0
222,223,Contract Expired,2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,1.0
223,224,Resignation-Other reasons,2012,Teacher,Primary,False,False,True,False,True,False,False,True,False,False,False,False,False,,51-55,6.0
224,225,Resignation-Other reasons,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,36-40,3.0
225,226,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,15.0
226,227,Contract Expired,2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,1.0
227,228,Voluntary Early Retirement (VER),2012,Public Servant,AO8 and Above,False,False,False,False,True,False,False,False,False,False,True,False,False,Male,46-50,4.0
228,229,Resignation-Other reasons,2012,Cleaner,Primary,False,False,False,False,False,False,False,False,True,False,True,False,False,Male,56-60,0.0
229,230,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,0.0
230,231,Voluntary Early Retirement (VER),2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,0.0
231,232,Voluntary Early Retirement (VER),2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,10.0
232,233,Other,2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,7.0
233,234,Voluntary Early Retirement (VER),2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,46-50,14.0
234,235,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,12.0
235,236,Resignation-Move overseas/interstate,2012,Technical Officer,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,3.0
236,237,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,33.0
237,238,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,14.0
238,239,Voluntary Early Retirement (VER),2012,Public Servant,AO5-AO7,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,9.0
239,240,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,17.0
240,241,Age Retirement,2013,School Principal,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,12.0
241,242,Ill Health Retirement,2012,Schools Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,19.0
242,243,Age Retirement,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,18.0
243,244,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,31.0
244,245,Voluntary Early Retirement (VER),2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
245,246,Voluntary Early Retirement (VER),2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,20.0
246,247,Voluntary Early Retirement (VER),2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,24.0
247,248,Resignation-Move overseas/interstate,2013,"School Based Professional Staff (Therapist, nurse, etc)",PO1-PO4,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,6.0
248,249,Resignation-Move overseas/interstate,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,1.0
249,250,Contract Expired,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,0.0
250,251,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,7.0
251,252,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,4.0
252,253,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,1.0
253,254,Age Retirement,2012,Cleaner,,False,False,False,False,False,True,False,False,False,False,False,True,False,Female,51-55,16.0
254,255,Resignation-Other reasons,2012,Teacher,Secondary,False,True,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,0.0
255,256,Resignation-Other employer,2012,Cleaner,,False,True,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,0.0
256,257,Resignation-Move overseas/interstate,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,7.0
257,258,Resignation-Other reasons,2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,21-25,0.0
258,259,Resignation-Other employer,2012,Teacher,Secondary,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,26-30,5.0
259,260,Resignation-Move overseas/interstate,2012,Schools Officer,,False,False,False,True,False,False,True,False,False,False,False,False,False,Male,41-45,4.0
260,261,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,16.0
261,262,Ill Health Retirement,2012,Schools Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,1.0
262,263,Resignation-Move overseas/interstate,2013,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,36-40,2.0
263,264,Resignation-Move overseas/interstate,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1.0
264,265,Resignation-Other reasons,2012,School Administrative Staff,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,20 or younger,1.0
265,266,Age Retirement,2012,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,5.0
266,267,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,24.0
267,268,Resignation-Other employer,2012,Cleaner,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,36-40,1.0
268,269,Resignation-Move overseas/interstate,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,31-35,0.0
269,270,Resignation-Other reasons,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,2.0
270,271,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,31.0
271,272,Termination,2012,Public Servant,AO8 and Above,False,False,False,True,False,False,True,False,False,False,False,False,False,Male,61 or older,7.0
272,273,Ill Health Retirement,2012,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,61 or older,34.0
273,274,Resignation-Other reasons,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,5.0
274,275,Resignation-Other employer,2013,Public Servant,A01-A04,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,2.0
275,276,Other,2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,7.0
276,277,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,26.0
277,278,Voluntary Early Retirement (VER),2012,School Administrative Staff,,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,56-60,14.0
278,279,Voluntary Early Retirement (VER),2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,31-35,2.0
279,280,Resignation-Other reasons,2012,Cleaner,,False,False,True,False,True,False,False,False,False,True,False,False,False,Female,61 or older,20.0
280,281,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,15.0
281,282,Age Retirement,2013,Teacher,Primary,False,False,True,True,True,False,False,False,False,False,False,False,False,Female,51-55,35.0
282,283,Voluntary Early Retirement (VER),2012,Public Servant,AO5-AO7,False,True,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,0.0
283,284,Resignation-Other employer,2012,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5.0
284,285,Resignation-Other employer,2012,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,4.0
285,286,Resignation-Move overseas/interstate,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,0.0
286,287,Resignation-Other employer,2012,Teacher Aide,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,0.0
287,288,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,9.0
288,289,Resignation-Move overseas/interstate,2013,Public Servant,AO5-AO7,False,False,False,True,False,False,True,False,False,False,False,True,False,Female,26-30,
289,290,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,23.0
290,291,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,17.0
291,292,Resignation-Other employer,2013,Teacher Aide,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,
292,293,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,,56-60,30.0
293,294,Resignation-Move overseas/interstate,2012,Schools Officer,,False,False,False,False,False,False,False,False,True,False,False,False,False,,61 or older,
294,295,Voluntary Early Retirement (VER),2013,Professional Officer,PO1-PO4,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,21.0
295,296,Resignation-Move overseas/interstate,2012,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,9.0
296,297,Resignation-Other employer,2012,Technical Officer,,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,3.0
297,298,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,15.0
298,299,Other,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,21-25,1.0
299,300,Age Retirement,2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,15.0
300,301,Resignation-Move overseas/interstate,2012,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,16.0
301,302,Resignation-Other employer,2012,School Administrative Staff,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,
302,303,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,25.0
303,304,Resignation-Other reasons,2012,Cleaner,,False,False,False,True,False,False,True,False,False,False,False,False,False,Male,51-55,1.0
304,305,Resignation-Other employer,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,4.0
305,306,Contract Expired,2012,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,41-45,1.0
306,307,Contract Expired,2012,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,21-25,1.0
307,308,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,5.0
308,309,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,True,True,False,False,False,True,False,Male,51-55,25.0
309,310,Age Retirement,2012,Teacher,Special Education,False,False,True,False,False,False,False,False,False,False,True,True,False,Female,51-55,4.0
310,311,Age Retirement,2013,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,24.0
311,312,Resignation-Other employer,2013,Teacher,Secondary,False,False,False,True,True,False,False,False,False,False,False,False,False,Male,36-40,6.0
312,313,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,True,False,False,True,False,False,True,False,Female,36-40,1.0
313,314,Age Retirement,2013,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,18.0
314,315,Resignation-Other employer,2013,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,7.0
315,316,Other,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,
316,317,Age Retirement,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
317,318,Resignation-Other employer,2012,Teacher,,False,True,True,False,False,False,False,False,False,False,False,False,False,Male,41-45,23.0
318,319,Resignation-Other reasons,2012,School Administrative Staff,,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,46-50,0.0
319,320,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,21.0
320,321,Resignation-Other reasons,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,26-30,1.0
321,322,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,26.0
322,323,Resignation-Other employer,2013,Teacher,Middle,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,26-30,6.0
323,324,Voluntary Early Retirement (VER),2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,12.0
324,325,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1.0
325,326,Resignation-Other employer,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,8.0
326,327,Resignation-Other reasons,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,4.0
327,328,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,37.0
328,329,Age Retirement,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,4.0
329,330,Voluntary Early Retirement (VER),2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,,,
330,331,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,26.0
331,332,Age Retirement,2012,School Principal,,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,13.0
332,333,Resignation-Other reasons,2012,Cleaner,,False,False,True,False,False,False,False,False,False,False,True,False,False,Female,21-25,1.0
333,334,Resignation-Other employer,2012,School Administrative Staff,,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,0.0
334,335,Age Retirement,2013,Teacher,Secondary,False,False,False,True,False,False,False,False,False,False,True,False,False,Male,51-55,
335,336,Contract Expired,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,21-25,0.0
336,337,Other,2012,School Administrative Staff,,False,False,False,False,False,False,False,False,False,False,True,False,False,,,
337,338,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,12.0
338,339,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,27.0
339,340,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,True,False,True,True,False,Male,56-60,
340,341,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,True,False,False,Male,26-30,1.0
341,342,Voluntary Early Retirement (VER),2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,17.0
342,343,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,0.0
343,344,Resignation-Other employer,2012,School Administrative Staff,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,
344,345,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,17.0
345,346,Resignation-Other employer,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,24.0
346,347,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,
347,348,Resignation-Other employer,2012,Head of Curriculum/Head of Special Education,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,4.0
348,349,Resignation-Other reasons,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,14.0
349,350,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,
350,351,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,30.0
351,352,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,26.0
352,353,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,
353,354,Other,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,1.0
354,355,Resignation-Other employer,2013,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,6.0
355,356,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,21.0
356,357,Resignation-Move overseas/interstate,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,2.0
357,358,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,7.0
358,359,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,38.0
359,360,Age Retirement,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,23.0
360,361,Contract Expired,2012,Teacher Aide,,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,0.0
361,362,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,32.0
362,363,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,15.0
363,364,Age Retirement,2013,Public Servant,AO8 and Above,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,7.0
364,365,Other,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,46-50,
365,366,Resignation-Other reasons,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,26-30,
366,367,Resignation-Move overseas/interstate,2013,Teacher,Secondary,False,True,False,False,False,False,True,False,False,False,False,False,False,Male,21-25,3.0
367,368,Resignation-Move overseas/interstate,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,1.0
368,369,Voluntary Early Retirement (VER),2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,19.0
369,370,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,37.0
370,371,Contract Expired,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,0.0
371,372,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,0.0
372,373,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,
373,374,Age Retirement,2012,Teacher,Special Education,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,0.0
374,375,Resignation-Other employer,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,20.0
375,376,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,13.0
376,377,Resignation-Move overseas/interstate,2012,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,5.0
377,378,Resignation-Other employer,2012,Teacher Aide,,False,False,False,True,False,False,True,True,False,False,False,False,False,Female,46-50,
378,379,Age Retirement,2013,Teacher,,False,False,False,True,False,False,False,False,False,False,True,False,False,Male,51-55,35.0
379,380,Resignation-Move overseas/interstate,2012,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,
380,381,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,9.0
381,382,Resignation-Other employer,2013,Teacher,Secondary,False,True,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,5.0
382,383,Voluntary Early Retirement (VER),2012,Public Servant,AO8 and Above,False,False,False,False,False,False,False,False,False,True,True,False,False,Male,56-60,3.0
383,384,Resignation-Move overseas/interstate,2012,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,16.0
384,385,Contract Expired,2013,Public Servant,AO5-AO7,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,36-40,1.0
385,386,Age Retirement,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,18.0
386,387,Ill Health Retirement,2013,Guidance Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,51-55,25.0
387,388,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,23.0
388,389,Resignation-Move overseas/interstate,2013,Teacher,Secondary,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,6.0
389,390,Resignation-Other employer,2013,Teacher,Secondary,True,False,False,False,False,False,False,False,False,False,True,False,False,Female,46-50,14.0
390,391,Resignation-Other employer,2013,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1813.0
391,392,Resignation-Other employer,2012,Teacher,Secondary,False,True,True,True,False,False,False,False,False,False,False,False,False,Female,31-35,5.0
392,393,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,25.0
393,394,Other,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,4.0
394,395,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,33.0
395,396,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,23.0
396,397,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,22.0
397,398,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,17.0
398,399,Resignation-Other reasons,2012,Guidance Officer,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,1.0
399,400,Resignation-Other employer,2013,Cleaner,,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,56-60,
400,401,Age Retirement,2013,Teacher,Primary,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,56-60,39.0
401,402,Age Retirement,2013,Teacher,Primary,False,False,False,True,False,False,False,False,False,False,True,False,False,Female,56-60,2.0
402,403,Voluntary Early Retirement (VER),2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,24.0
403,404,Termination,2013,Cleaner,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,5.0
404,405,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,14.0
405,406,Resignation-Other reasons,2012,Teacher,Primary,False,False,True,False,False,False,False,False,True,False,False,False,False,,,
406,407,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,True,False,False,True,False,False,False,Female,56-60,21.0
407,408,Resignation-Move overseas/interstate,2013,Technical Officer,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,2.0
408,409,Resignation-Other reasons,2012,Teacher,Primary,False,True,True,True,True,True,True,False,True,False,True,False,False,Female,26-30,6.0
409,410,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,36-40,
410,411,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,5.0
411,412,Age Retirement,2012,School Administrative Staff,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,
412,413,Resignation-Other reasons,2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,41-45,4.0
413,414,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,24.0
414,415,Resignation-Other employer,2013,Teacher,Primary,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,4.0
415,416,Resignation-Move overseas/interstate,2013,Teacher,Primary,True,False,True,False,False,False,False,False,False,False,False,False,False,Male,26-30,0.0
416,417,Resignation-Other reasons,2012,Teacher,Special Education,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,23.0
417,418,Resignation-Other reasons,2013,Teacher Aide,Primary,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,2.0
418,419,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,True,False,True,True,False,Male,56-60,
419,420,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1.0
420,421,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,61 or older,43.0
421,422,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,29.0
422,423,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,7.0
423,424,Resignation-Other employer,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,1.0
424,425,Other,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,7.0
425,426,Other,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,4.0
426,427,Other,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1.0
427,428,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,10.0
428,429,Ill Health Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,29.0
429,430,Ill Health Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,37.0
430,431,Other,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,8.0
431,432,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,11.0
432,433,Resignation-Move overseas/interstate,2013,Technical Officer,,False,False,False,True,True,False,True,True,False,False,False,True,False,Female,26-30,3.0
433,434,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,46-50,11.0
434,435,Resignation-Other reasons,2013,Head of Curriculum/Head of Special Education,,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,26-30,3.0
