,Unnamed: 0,Unnamed: 0.1,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,cf_dept_dissatisfaction_x,cf_to_public_sector_x,cf_to_private_sector_x,cf_interpersonal_conflict_x,cf_job_dissatisfaction_x,cf_family_x,cf_health_x,cf_other_x,dept_work_environment_x,institute_recognition_x
131,131,131,634326454148590000,Non-Delivery (corporate),Resignation,False,False,True,False,False,False,False,True,True,Strongly Agree,,Strongly Agree,True,Female,41–45,Temporary Part-time,1 to 2 Years,False,False,False,False,False,False,True,True,True,True
132,132,132,634328087765991000,Non-Delivery (corporate),Resignation,False,False,True,False,False,False,False,False,True,Strongly Agree,Not Applicable,Neutral,True,Female,51-55,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,True,False,True,True
133,133,133,634328171329844000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Strongly Disagree,Agree,Disagree,False,Female,36–40,Temporary Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
134,134,134,634328202850835000,Delivery (teaching),Resignation,False,False,False,False,True,True,False,False,False,Strongly Disagree,Agree,Strongly Disagree,False,Female,51-55,Temporary Full-time,3 to 4 Years,True,False,False,False,True,False,False,False,False,False
135,135,135,634328288440210000,Delivery (teaching),Resignation,False,False,False,False,True,False,False,False,False,,,,False,,,,NaN,True,False,False,False,False,False,False,False,False,False
136,136,136,634329804601719000,Delivery (teaching),Resignation,False,True,False,False,False,False,False,False,True,Neutral,Strongly Agree,Strongly Agree,True,Male,46–50,Permanent Full-time,5 to 6 Years,False,False,True,False,False,False,False,False,True,True
137,137,137,634329959592554000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,21–25,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
138,138,138,634333279253906000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,True,False,False,False,False,False,False,False
139,139,139,634333408714687000,Non-Delivery (corporate),Transfer,True,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Female,51-55,Permanent Full-time,11 to 20 Years,False,True,False,False,False,False,False,False,False,False
140,140,140,634335805202554000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,,False,Female,41–45,Temporary Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
141,141,141,634340388349585000,Non-Delivery (corporate),Retirement,False,False,True,False,False,False,True,False,False,Agree,Disagree,Neutral,False,Female,51-55,Permanent Full-time,20 Plus Years,False,False,False,True,False,False,True,False,False,False
142,142,142,634340978789585000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Strongly Disagree,False,Female,31–35,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False,False,False
143,143,143,634344511160937000,Delivery (teaching),Retirement,False,False,False,False,True,False,False,False,False,Neutral,Neutral,Neutral,False,Male,56+,Permanent Full-time,20 Plus Years,True,False,False,False,False,False,False,False,False,False
144,144,144,634345415831406000,Delivery (teaching),Transfer,True,False,False,False,True,False,True,False,False,,,,False,,,,NaN,True,True,False,True,False,False,False,False,False,False
145,145,145,634346271723281000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Male,31–35,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
146,146,146,634346401168125000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,31–35,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
147,147,147,634352308949688000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,False,Agree,Agree,Neutral,False,Male,56+,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False,False,False
148,148,148,634353285189063000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Neutral,Agree,Agree,False,Female,26–30,Temporary Full-time,Under 1 Year,False,False,True,False,False,False,False,False,False,False
149,149,149,634356555160312000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,False,Strongly Agree,Agree,Neutral,True,Female,51-55,Permanent Full-time,Under 1 Year,False,False,False,False,False,False,False,True,True,False
150,150,150,634356560392188000,Delivery (teaching),Resignation,False,True,False,False,False,False,False,False,False,Agree,Neutral,Agree,True,Female,36–40,Permanent Part-time,3 to 4 Years,False,False,True,False,False,False,False,False,True,False
151,151,151,634356641434062000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,False,,Disagree,Disagree,True,Male,56+,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,True,True,False
152,152,152,634356731460781000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,True,Female,21–25,Temporary Part-time,Under 1 Year,False,False,True,False,False,False,False,False,True,False
153,153,153,634358247777344000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Agree,True,Male,18-20,Temporary Full-time,Under 1 Year,False,True,False,False,False,False,False,False,True,True
154,154,154,634358414389688000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Disagree,Strongly Agree,Strongly Agree,True,Female,51-55,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,True,False
155,155,155,634358731384062000,Delivery (teaching),Retirement,False,False,False,False,True,False,False,False,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Male,56+,Permanent Full-time,11 to 20 Years,True,False,False,False,False,False,False,False,False,False
156,156,156,634359251421562000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
157,157,157,634360008438438000,Delivery (teaching),Retirement,False,False,False,False,False,True,False,False,False,Neutral,Neutral,Agree,False,Male,56+,Permanent Full-time,20 Plus Years,False,False,False,False,True,False,False,False,False,False
158,158,158,634362639709063000,Non-Delivery (corporate),Retirement,False,False,True,True,False,False,False,False,False,Disagree,Agree,Agree,True,Female,56+,Permanent Full-time,7 to 10 Years,False,False,False,False,False,True,True,False,True,False
159,159,159,634365142728281000,Non-Delivery (corporate),Resignation,True,False,False,False,True,False,False,False,False,Strongly Disagree,Agree,Strongly Disagree,False,Female,21–25,Contract/casual,Under 1 Year,True,True,False,False,False,False,False,False,False,False
160,160,160,634365459611250000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,False,Agree,Strongly Disagree,Strongly Disagree,False,Female,41–45,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,False,True,False,False
161,161,161,634366032016094000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Agree,Agree,Strongly Agree,True,Female,18-20,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,True,True,False
162,162,162,634366171489688000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Neutral,Strongly Agree,Strongly Agree,True,Female,21–25,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,False,True,False
163,163,163,634370412543594000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Female,41–45,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
164,164,164,634370483668125000,Delivery (teaching),Resignation,False,False,False,False,True,True,True,False,False,Strongly Disagree,Agree,Agree,False,Female,51-55,Permanent Part-time,20 Plus Years,True,False,False,True,True,False,False,False,False,False
165,165,165,634370606168281000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Disagree,Strongly Disagree,Strongly Disagree,False,Female,51-55,Contract/casual,11 to 20 Years,False,False,False,False,False,False,False,False,False,False
166,166,166,634372114428281000,Non-Delivery (corporate),Retirement,False,False,False,False,True,True,False,False,False,Disagree,Agree,Agree,False,Male,56+,Permanent Full-time,11 to 20 Years,True,False,False,False,True,False,False,False,False,False
167,167,167,634376433396563000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,False,Agree,Agree,Strongly Agree,False,Female,41–45,Contract/casual,5 to 6 Years,False,True,False,False,False,False,False,False,False,False
168,168,168,634377507269688000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,True,Agree,Strongly Disagree,Strongly Disagree,False,Female,51-55,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,False,True,False,True
169,169,169,634381134640312000,Non-Delivery (corporate),Resignation,False,False,False,False,True,True,False,False,False,,,,False,,,,NaN,True,False,False,False,True,False,False,False,False,False
170,170,170,634383335357969000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,56+,Permanent Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
171,171,171,634388595410156000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Female,36–40,Permanent Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
172,172,172,634388661685000000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,46–50,Temporary Full-time,1 to 2 Years,False,False,True,False,False,False,False,False,False,False
173,173,173,634388739792188000,Delivery (teaching),Retirement,False,False,False,False,False,True,False,False,False,,,,False,,,,NaN,False,False,False,False,True,False,False,False,False,False
174,174,174,634389476488906000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,True,Female,21–25,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,True,False
175,175,175,634395434816250000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Strongly Agree,False,Male,21–25,Permanent Part-time,1 to 2 Years,False,True,False,False,False,False,False,False,False,True
176,176,176,634395453810469000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,False,Agree,Agree,Disagree,False,Female,56+,Permanent Part-time,11 to 20 Years,False,False,False,False,False,False,False,False,False,False
177,177,177,634395566956406000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,True,Strongly Agree,Agree,Agree,False,Female,41–45,Temporary Part-time,1 to 2 Years,False,False,False,False,False,False,False,False,False,True
178,178,178,634399738233281000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Agree,Strongly Agree,Strongly Agree,True,Female,21–25,Permanent Part-time,5 to 6 Years,False,False,False,False,False,False,False,True,True,False
179,179,179,634407548427969000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Agree,Neutral,Agree,False,Female,31–35,Temporary Part-time,3 to 4 Years,False,False,False,False,False,False,False,True,False,False
180,180,180,634411016475156000,Non-Delivery (corporate),Resignation,False,True,False,False,False,True,False,False,False,Agree,Neutral,Neutral,False,Female,21–25,Permanent Full-time,3 to 4 Years,False,False,True,False,True,False,False,False,False,False
181,181,181,634412849002344000,Non-Delivery (corporate),Resignation,False,False,False,False,True,False,False,False,False,Neutral,Agree,Disagree,False,Male,41–45,Permanent Full-time,3 to 4 Years,True,False,False,False,False,False,False,False,False,False
182,182,182,634413870912500000,Delivery (teaching),Termination,False,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Strongly Agree,True,Female,56+,Temporary Part-time,3 to 4 Years,False,False,False,False,False,False,False,False,True,True
183,183,183,634417864506406000,Non-Delivery (corporate),Resignation,False,False,False,False,False,True,True,False,False,Neutral,Agree,Agree,False,Female,46–50,Temporary Full-time,Under 1 Year,False,False,False,True,True,False,False,False,False,False
184,184,184,634418043788438000,Delivery (teaching),Resignation,False,False,False,False,True,True,False,False,False,Neutral,Strongly Disagree,Strongly Disagree,False,Female,26–30,Temporary Full-time,1 to 2 Years,True,False,False,False,True,False,False,False,False,False
185,185,185,634419660420156000,Non-Delivery (corporate),Resignation,False,True,False,False,True,True,False,False,False,Disagree,Strongly Agree,Agree,False,Male,46–50,Temporary Full-time,1 to 2 Years,True,False,True,False,True,False,False,False,False,False
186,186,186,634419812329531000,Delivery (teaching),Resignation,False,True,False,False,False,False,False,False,True,Strongly Agree,Agree,Strongly Agree,True,Male,46–50,Permanent Full-time,1 to 2 Years,False,False,True,False,False,False,False,False,True,True
187,187,187,634420617024687000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,56+,Permanent Full-time,5 to 6 Years,False,False,False,False,False,False,False,False,False,False
188,188,188,634423305341562000,Delivery (teaching),Retirement,False,False,False,True,False,False,False,False,False,Agree,Agree,Agree,False,Female,56+,Permanent Part-time,11 to 20 Years,False,False,False,False,False,True,False,False,False,False
189,189,189,634425043787500000,Non-Delivery (corporate),Resignation,False,False,False,True,False,False,False,False,False,Neutral,Disagree,Disagree,False,Female,46–50,Contract/casual,5 to 6 Years,False,False,False,False,False,True,False,False,False,False
190,190,190,634425831321094000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,21–25,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
191,191,191,634429978393906000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Not Applicable,Not Applicable,Not Applicable,False,Female,41–45,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,True,False,False
192,192,192,634430196933125000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Strongly Agree,False,Female,36–40,Permanent Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
193,193,193,634431906734219000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,36–40,Permanent Full-time,5 to 6 Years,False,False,True,False,False,False,False,False,False,False
194,194,194,634436080180469000,Non-Delivery (corporate),Resignation,False,False,False,False,False,True,False,False,False,Agree,Strongly Agree,Agree,False,Male,26–30,Temporary Full-time,Under 1 Year,False,False,False,False,True,False,False,False,False,False
195,195,195,634438675485469000,Delivery (teaching),Retirement,False,False,False,True,False,True,False,False,False,Agree,Agree,Disagree,False,Female,51-55,Permanent Full-time,20 Plus Years,False,False,False,False,True,True,False,False,False,False
196,196,196,634443964450156000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Male,41–45,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
197,197,197,634444676214219000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,True,False,Neutral,Neutral,Agree,False,Female,41–45,Contract/casual,3 to 4 Years,False,True,False,False,False,False,False,True,False,False
198,198,198,634447301250156000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
199,199,199,634450781262969000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Agree,True,Female,26–30,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,True,False
200,200,200,634454356619531000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Agree,Agree,Agree,False,Female,21–25,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,True,False,False
201,201,201,634454362346563000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Agree,Neutral,False,Female,26–30,Temporary Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
202,202,202,634455107975313000,Non-Delivery (corporate),Retirement,False,False,True,False,False,False,False,True,False,Agree,Agree,Agree,False,Female,56+,Temporary Part-time,7 to 10 Years,False,False,False,False,False,False,True,True,False,False
203,203,203,634456033339688000,Delivery (teaching),Resignation,False,False,False,False,False,True,False,False,False,Neutral,Disagree,Strongly Disagree,False,Female,41–45,Contract/casual,Under 1 Year,False,False,False,False,True,False,False,False,False,False
204,204,204,634456810990000000,Non-Delivery (corporate),Resignation,False,False,False,False,True,False,True,False,False,,,,False,,,,NaN,True,False,False,True,False,False,False,False,False,False
205,205,205,634461102971094000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
206,206,206,634461110095938000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Female,56+,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False,False,False
207,207,207,634462838669219000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,True,True,Agree,Strongly Agree,Strongly Agree,False,Female,31–35,Temporary Full-time,1 to 2 Years,False,True,False,False,False,False,False,True,False,True
208,208,208,634465408262031000,Non-Delivery (corporate),Resignation,False,True,False,False,False,True,False,False,False,Agree,Agree,Agree,False,Female,21–25,Temporary Full-time,1 to 2 Years,False,False,True,False,True,False,False,False,False,False
209,209,209,634466325765938000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Neutral,Neutral,False,Female,36–40,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
210,210,210,634466334830781000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,26–30,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
211,211,211,634466338996094000,Delivery (teaching),Resignation,False,False,False,True,False,False,False,False,False,Disagree,Agree,Disagree,False,Male,41–45,Temporary Full-time,1 to 2 Years,False,False,False,False,False,True,False,False,False,False
212,212,212,634468063521250000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Disagree,Disagree,False,Female,46–50,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
213,213,213,634468104798125000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Strongly Agree,False,Female,18-20,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
214,214,214,634468237201562000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,51-55,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False,False,False
215,215,215,634469060191250000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,36–40,Temporary Full-time,Under 1 Year,False,False,True,False,False,False,False,False,False,False
216,216,216,634471580533906000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,False,,,,False,,,,NaN,False,False,False,False,False,False,False,True,False,False
217,217,217,634474119730625000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Agree,Strongly Agree,Agree,True,Female,21–25,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,True,True,False
218,218,218,634474960259219000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,51-55,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
219,219,219,634475001702969000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Agree,Disagree,Neutral,False,Female,56+,Permanent Part-time,7 to 10 Years,False,False,False,False,False,False,False,False,False,False
220,220,220,634480153857500000,Non-Delivery (corporate),Resignation,False,True,False,False,False,True,False,False,False,Disagree,Strongly Agree,Strongly Agree,False,Female,26–30,Temporary Full-time,1 to 2 Years,False,False,True,False,True,False,False,False,False,False
221,221,221,634480996232969000,Delivery (teaching),Resignation,False,False,False,False,True,True,False,False,False,Agree,Strongly Disagree,Strongly Disagree,False,Female,41–45,Temporary Full-time,11 to 20 Years,True,False,False,False,True,False,False,False,False,False
222,222,222,634483759524219000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,True,Strongly Agree,Agree,Agree,True,Female,56+,Permanent Part-time,3 to 4 Years,False,False,False,False,False,False,False,False,True,True
223,223,223,634485432981094000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,56+,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False,False,False
224,224,224,634487078738750000,Non-Delivery (corporate),Resignation,False,False,False,True,False,False,False,True,False,Agree,Agree,Agree,False,Female,46–50,Permanent Full-time,5 to 6 Years,False,False,False,False,False,True,False,True,False,False
225,225,225,634491780096563000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,False,Neutral,Agree,Neutral,True,Female,56+,Temporary Full-time,3 to 4 Years,False,False,False,False,False,False,False,True,True,False
226,226,226,634492389417187000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Neutral,Strongly Agree,Strongly Agree,False,Female,36–40,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
227,227,227,634492399751406000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Neutral,Strongly Agree,Strongly Agree,False,Female,36–40,Contract/casual,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
228,228,228,634495664096406000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,26–30,Permanent Full-time,3 to 4 Years,False,False,True,False,False,False,False,False,False,False
229,229,229,634496573562969000,Delivery (teaching),Resignation,False,True,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Female,51-55,Temporary Full-time,1 to 2 Years,False,False,True,False,False,False,False,False,False,False
230,230,230,634496661404062000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
231,231,231,634497559461719000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,False,Neutral,Strongly Agree,Strongly Disagree,False,Male,31–35,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,False,False,False
232,232,232,634497651258125000,Delivery (teaching),Termination,False,False,False,False,False,False,False,False,False,Agree,Disagree,Disagree,False,Female,51-55,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False,False,False
233,233,233,634498298127969000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Strongly Agree,Neutral,Strongly Agree,True,Female,18-20,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,True,False
234,234,234,634499252882656000,Non-Delivery (corporate),Resignation,False,False,False,False,False,True,False,False,False,Neutral,Agree,Neutral,False,,,,NaN,False,False,False,False,True,False,False,False,False,False
235,235,235,634508607117812000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Male,21–25,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
236,236,236,634509621647969000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Disagree,True,Female,51-55,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,True,True
237,237,237,634515603225000000,Non-Delivery (corporate),Resignation,False,False,False,False,True,True,True,False,False,Strongly Disagree,Disagree,Disagree,False,Female,36–40,Temporary Full-time,1 to 2 Years,True,False,False,True,True,False,False,False,False,False
238,238,238,634517445885469000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,False,Neutral,Agree,Strongly Agree,False,Female,41–45,Permanent Part-time,11 to 20 Years,False,True,False,False,False,False,False,False,False,False
239,239,239,634519977362813000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Strongly Agree,Agree,Strongly Agree,True,Female,46–50,Temporary Part-time,Under 1 Year,False,False,False,False,False,False,False,False,True,False
240,240,240,634520852160469000,Delivery (teaching),Resignation,False,False,False,True,False,False,False,False,False,Neutral,Neutral,Neutral,False,Female,51-55,Temporary Full-time,Under 1 Year,False,False,False,False,False,True,False,False,False,False
241,241,241,634521642169688000,Delivery (teaching),Resignation,False,True,False,False,False,True,False,False,False,,,,False,Female,21–25,Permanent Full-time,3 to 4 Years,False,False,True,False,True,False,False,False,False,False
242,242,242,634522371755781000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,Strongly Disagree,Agree,Agree,False,Female,36–40,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,True,False,False
243,243,243,634523409759688000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,False,,,,False,,,,NaN,False,False,False,False,False,False,False,True,False,False
244,244,244,634525935995156000,Non-Delivery (corporate),Termination,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Neutral,False,Female,18-20,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
245,245,245,634526057042656000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Female,41–45,Temporary Part-time,Under 1 Year,False,False,True,False,False,False,False,False,False,False
246,246,246,634527641594062000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,True,False,False,Strongly Disagree,Neutral,Agree,False,Female,18-20,Temporary Full-time,1 to 2 Years,False,False,False,True,False,False,False,False,False,False
247,247,247,634527818866563000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Agree,True,Female,56+,Contract/casual,5 to 6 Years,False,False,False,False,False,False,False,False,True,False
248,248,248,634528575096719000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,False,Male,56+,Temporary Full-time,3 to 4 Years,False,False,False,False,False,False,False,False,False,False
249,249,249,634528748789219000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Strongly Agree,True,Female,56+,Permanent Full-time,1 to 2 Years,False,False,False,False,False,False,False,False,True,True
250,250,250,634529403585000000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,False,Agree,Agree,Agree,False,Male,41–45,Temporary Full-time,7 to 10 Years,False,False,False,False,False,False,False,False,False,False
251,251,251,634533959365625000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
252,252,252,634535441639531000,Delivery (teaching),Termination,False,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Strongly Agree,True,Female,41–45,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False,True,True
253,253,253,634540823178594000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,False,Female,41–45,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False,False,False
254,254,254,634541462557656000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,True,Female,21–25,Temporary Full-time,3 to 4 Years,False,True,False,False,False,False,False,False,True,False
255,255,255,634549611075156000,Non-Delivery (corporate),Transfer,False,False,False,False,False,False,False,True,False,Strongly Disagree,Agree,Agree,False,Female,36–40,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,True,False,False
256,256,256,634550190071875000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,False,,Strongly Agree,Strongly Agree,True,Female,51-55,Temporary Part-time,1 to 2 Years,False,True,False,False,False,False,False,False,True,False
257,257,257,634550359425000000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,False,Not Applicable,Agree,Agree,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
258,258,258,634551034294687000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,False,,,,False,,,,NaN,False,False,False,False,False,False,False,False,False,False
