,record_id,job_position,leave_year,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years
147,634352308949688000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Neutral,Neutral,Male,56 or older,Permanent Full-time,More than 20 years
148,634353285189063000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Neutral,Neutral,Agree,Agree,Neutral,Female,26 – 30,Temporary Full-time,Less than 1 year
149,634356555160312000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Female,51-55,Permanent Full-time,Less than 1 year
150,634356560392188000,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Neutral,Agree,Strongly Agree,Female,36 – 40,Permanent Part-time,3-4
151,634356641434062000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,,,Disagree,Disagree,Strongly Agree,Male,56 or older,Contract/casual,Less than 1 year
152,634356731460781000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,21 – 25,Temporary Part-time,Less than 1 year
153,634358247777344000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Male,20 or younger,Temporary Full-time,Less than 1 year
154,634358414389688000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Temporary Full-time,Less than 1 year
155,634358731384062000,Delivery (teaching),2011.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Male,56 or older,Permanent Full-time,11-20
156,634359251421562000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,,,,,,,,,
157,634360008438438000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Job Dissatisfaction,-,-,Disagree,Neutral,Neutral,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
158,634362639709063000,Non-Delivery (corporate),2011.0,Retirement,-,-,Ill Health,Maternity/Family,-,-,-,-,Agree,Disagree,Agree,Agree,Strongly Agree,Female,56 or older,Permanent Full-time,7-10
159,634365142728281000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Female,21 – 25,Contract/casual,Less than 1 year
160,634365459611250000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Female,41 – 45,Temporary Part-time,Less than 1 year
161,634366032016094000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Female,20 or younger,Temporary Full-time,Less than 1 year
162,634366171489688000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Female,21 – 25,Contract/casual,1-2
163,634370412543594000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Disagree,Agree,Agree,Strongly Disagree,Female,41 – 45,Temporary Full-time,Less than 1 year
164,634370483668125000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Female,51-55,Permanent Part-time,More than 20 years
165,634370606168281000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Female,51-55,Contract/casual,11-20
166,634372114428281000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Neutral,Disagree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11-20
167,634376433396563000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Neutral,Agree,Agree,Strongly Agree,Agree,Female,41 – 45,Contract/casual,5-6
168,634377507269688000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Female,51-55,Temporary Part-time,Less than 1 year
169,634381134640312000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,,,,,,,,,
170,634383335357969000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,1-2
171,634388595410156000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Female,36 – 40,Permanent Full-time,Less than 1 year
172,634388661685000000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Neutral,Female,46 – 50,Temporary Full-time,1-2
173,634388739792188000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Job Dissatisfaction,-,-,,,,,,,,,
174,634389476488906000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Disagree,Neutral,Agree,Agree,Strongly Agree,Female,21 – 25,Permanent Full-time,3-4
175,634395434816250000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Male,21 – 25,Permanent Part-time,1-2
176,634395453810469000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Disagree,Agree,Agree,Disagree,Disagree,Female,56 or older,Permanent Part-time,11-20
177,634395566956406000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Female,41 – 45,Temporary Part-time,1-2
178,634399738233281000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,21 – 25,Permanent Part-time,5-6
179,634407548427969000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Agree,Neutral,Agree,Neutral,Female,31 – 35,Temporary Part-time,3-4
180,634411016475156000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,Strongly Disagree,Agree,Neutral,Neutral,Agree,Female,21 – 25,Permanent Full-time,3-4
181,634412849002344000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Neutral,Neutral,Agree,Disagree,Agree,Male,41 – 45,Permanent Full-time,3-4
182,634413870912500000,Delivery (teaching),2011.0,Termination,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Temporary Part-time,3-4
183,634417864506406000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Job Dissatisfaction,Interpersonal Conflict,-,Agree,Neutral,Agree,Agree,Neutral,Female,46 – 50,Temporary Full-time,Less than 1 year
184,634418043788438000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Female,26 – 30,Temporary Full-time,1-2
185,634419660420156000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Disagree,Disagree,Strongly Agree,Agree,Neutral,Male,46 – 50,Temporary Full-time,1-2
186,634419812329531000,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Male,46 – 50,Permanent Full-time,1-2
187,634420617024687000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,5-6
188,634423305341562000,Delivery (teaching),2011.0,Retirement,-,-,-,Maternity/Family,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Part-time,11-20
189,634425043787500000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,-,Neutral,Neutral,Disagree,Disagree,Agree,Female,46 – 50,Contract/casual,5-6
190,634425831321094000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Neutral,Agree,Agree,Agree,Agree,Female,21 – 25,Temporary Full-time,1-2
191,634429978393906000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Female,41 – 45,Temporary Full-time,1-2
192,634430196933125000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Female,36 – 40,Permanent Full-time,Less than 1 year
193,634431906734219000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Strongly Disagree,Agree,Agree,Agree,Agree,Male,36 – 40,Permanent Full-time,5-6
194,634436080180469000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Job Dissatisfaction,-,-,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Male,26 – 30,Temporary Full-time,Less than 1 year
195,634438675485469000,Delivery (teaching),2011.0,Retirement,-,-,-,Maternity/Family,-,Job Dissatisfaction,-,-,Disagree,Agree,Agree,Disagree,Disagree,Female,51-55,Permanent Full-time,More than 20 years
196,634443964450156000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Strongly Disagree,Disagree,Agree,Agree,Disagree,Male,41 – 45,Contract/casual,1-2
197,634444676214219000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,Other,Neutral,Neutral,Neutral,Agree,Agree,Female,41 – 45,Contract/casual,3-4
198,634447301250156000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,,,,
199,634450781262969000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Female,26 – 30,Temporary Full-time,1-2
200,634454356619531000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Agree,Agree,Agree,Agree,Female,21 – 25,Temporary Full-time,Less than 1 year
201,634454362346563000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Neutral,Agree,Agree,Neutral,Agree,Female,26 – 30,Temporary Full-time,3-4
202,634455107975313000,Non-Delivery (corporate),2011.0,Retirement,-,-,Ill Health,-,-,-,-,Other,Agree,Agree,Agree,Agree,Neutral,Female,56 or older,Temporary Part-time,7-10
203,634456033339688000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Job Dissatisfaction,-,-,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Female,41 – 45,Contract/casual,Less than 1 year
204,634456810990000000,Non-Delivery (corporate),2010.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,,,,,,,,,
205,634461102971094000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Neutral,Agree,Agree,Neutral,,,,
206,634461110095938000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Disagree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11-20
207,634462838669219000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,Other,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Female,31 – 35,Temporary Full-time,1-2
208,634465408262031000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,Neutral,Agree,Agree,Agree,Agree,Female,21 – 25,Temporary Full-time,1-2
209,634466325765938000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Neutral,Neutral,Agree,Female,36 – 40,Temporary Full-time,1-2
210,634466334830781000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,26 – 30,Temporary Part-time,Less than 1 year
211,634466338996094000,Delivery (teaching),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,-,Agree,Disagree,Agree,Disagree,Agree,Male,41 – 45,Temporary Full-time,1-2
212,634468063521250000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Disagree,Agree,Disagree,Disagree,Agree,Female,46 – 50,Temporary Full-time,Less than 1 year
213,634468104798125000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Female,20 or younger,Temporary Full-time,Less than 1 year
214,634468237201562000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Male,51-55,Contract/casual,Less than 1 year
215,634469060191250000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,36 – 40,Temporary Full-time,Less than 1 year
216,634471580533906000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,,,,,,,,,
217,634474119730625000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Female,21 – 25,Contract/casual,1-2
218,634474960259219000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Female,51-55,Contract/casual,1-2
219,634475001702969000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Agree,Disagree,Neutral,Agree,Female,56 or older,Permanent Part-time,7-10
220,634480153857500000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Female,26 – 30,Temporary Full-time,1-2
221,634480996232969000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Female,41 – 45,Temporary Full-time,11-20
222,634483759524219000,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Female,56 or older,Permanent Part-time,3-4
223,634485432981094000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,Strongly Disagree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,More than 20 years
224,634487078738750000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,Other,Agree,Agree,Agree,Agree,Agree,Female,46 – 50,Permanent Full-time,5-6
225,634491780096563000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Neutral,Agree,Neutral,Strongly Agree,Female,56 or older,Temporary Full-time,3-4
226,634492389417187000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Female,36 – 40,Temporary Part-time,Less than 1 year
227,634492399751406000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Female,36 – 40,Contract/casual,3-4
228,634495664096406000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Neutral,Female,26 – 30,Permanent Full-time,3-4
229,634496573562969000,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Disagree,Disagree,Agree,Agree,Agree,Female,51-55,Temporary Full-time,1-2
230,634496661404062000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,
231,634497559461719000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Male,31 – 35,Contract/casual,1-2
232,634497651258125000,Delivery (teaching),2011.0,Termination,,,,,,,,,Neutral,Agree,Disagree,Disagree,Agree,Female,51-55,Contract/casual,Less than 1 year
233,634498298127969000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Female,20 or younger,Temporary Full-time,Less than 1 year
234,634499252882656000,Non-Delivery (corporate),2010.0,Resignation,-,-,-,-,-,Job Dissatisfaction,-,-,Agree,Neutral,Agree,Neutral,Neutral,,,,
235,634508607117812000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Agree,Disagree,Agree,Agree,Agree,Male,21 – 25,Permanent Full-time,3-4
236,634509621647969000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Female,51-55,Temporary Full-time,Less than 1 year
237,634515603225000000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Female,36 – 40,Temporary Full-time,1-2
238,634517445885469000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Neutral,Neutral,Agree,Strongly Agree,Disagree,Female,41 – 45,Permanent Part-time,11-20
239,634519977362813000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,46 – 50,Temporary Part-time,Less than 1 year
240,634520852160469000,Delivery (teaching),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,-,Neutral,Neutral,Neutral,Neutral,Neutral,Female,51-55,Temporary Full-time,Less than 1 year
241,634521642169688000,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,,,,,,Female,21 – 25,Permanent Full-time,3-4
242,634522371755781000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Disagree,Strongly Disagree,Agree,Agree,Agree,Female,36 – 40,Temporary Full-time,Less than 1 year
243,634523409759688000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,,,,,,,,,
244,634525935995156000,Non-Delivery (corporate),2011.0,Termination,,,,,,,,,Neutral,Agree,Strongly Agree,Neutral,Agree,Female,20 or younger,Temporary Full-time,Less than 1 year
245,634526057042656000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,,Agree,Agree,Agree,Neutral,Female,41 – 45,Temporary Part-time,Less than 1 year
246,634527641594062000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,Interpersonal Conflict,-,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Female,20 or younger,Temporary Full-time,1-2
247,634527818866563000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Female,56 or older,Contract/casual,5-6
248,634528575096719000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Strongly Disagree,Disagree,Agree,Agree,Disagree,Male,56 or older,Temporary Full-time,3-4
249,634528748789219000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,1-2
250,634529403585000000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Male,41 – 45,Temporary Full-time,7-10
251,634533959365625000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,,,,,,,,
252,634535441639531000,Delivery (teaching),2011.0,Termination,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,41 – 45,Contract/casual,Less than 1 year
253,634540823178594000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Neutral,Agree,Agree,Agree,Female,41 – 45,Temporary Full-time,Less than 1 year
254,634541462557656000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Agree,Disagree,Agree,Agree,Strongly Agree,Female,21 – 25,Temporary Full-time,3-4
255,634549611075156000,Non-Delivery (corporate),2011.0,Transfer,-,-,-,-,-,-,-,Other,Agree,Strongly Disagree,Agree,Agree,Agree,Female,36 – 40,Temporary Full-time,1-2
256,634550190071875000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Temporary Part-time,1-2
257,634550359425000000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,,,,
258,634551034294687000,Non-Delivery (corporate),2011.0,Resignation,,,,,,,,,,,,,,,,,
259,634551070180781000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,Interpersonal Conflict,-,Neutral,Agree,Disagree,Neutral,Neutral,Female,36 – 40,Permanent Part-time,5-6
260,634551832315938000,Non-Delivery (corporate),2011.0,Transfer,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Agree,Agree,Agree,Agree,Agree,Female,46 – 50,Permanent Full-time,3-4
261,634552014788281000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,46 – 50,Contract/casual,Less than 1 year
262,634552711776250000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Neutral,Female,56 or older,Permanent Full-time,7-10
263,634552870206250000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Male,36 – 40,Permanent Full-time,3-4
264,634552909616094000,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,51-55,Permanent Full-time,11-20
265,634553547935261000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Female,51-55,Permanent Full-time,3-4
266,634553571408906000,Delivery (teaching),2011.0,Retirement,-,-,Ill Health,-,-,Job Dissatisfaction,-,-,Agree,Agree,,Neutral,Neutral,Male,56 or older,Permanent Full-time,More than 20 years
267,634553808149844000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Full-time,Less than 1 year
268,634556211676511000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11-20
269,634556218132500000,Delivery (teaching),2011.0,Retirement,-,-,Ill Health,-,-,-,-,-,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,11-20
270,634556300304062000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Agree,Agree,Agree,Strongly Agree,Agree,Female,41 – 45,Permanent Full-time,1-2
271,634556943700261000,Non-Delivery (corporate),2011.0,Retirement,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,,,Neutral,Neutral,Agree,Male,56 or older,Permanent Full-time,7-10
272,634557007707500000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Agree,Agree,Neutral,Neutral,Male,56 or older,Permanent Full-time,More than 20 years
273,634557157627136000,Delivery (teaching),2011.0,Termination,,,,,,,,,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Male,56 or older,Permanent Full-time,5-6
274,634557860472500000,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Disagree,Disagree,Agree,Agree,Agree,Male,46 – 50,Permanent Full-time,11-20
275,634558028009480000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,26 – 30,Temporary Full-time,1-2
276,634558122915156000,Delivery (teaching),2011.0,Resignation,,,,,,,,,,,,,,,,,
277,634558951400730000,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Disagree,Neutral,Agree,Agree,Agree,Female,56 or older,Permanent Part-time,More than 20 years
278,634558972484324000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Permanent Full-time,11-20
279,634563192324844000,Non-Delivery (corporate),2011.0,Resignation,-,-,Ill Health,-,-,-,-,-,,,,,,,,,
280,634563904634531000,Delivery (teaching),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,Other,Neutral,Agree,Agree,Agree,Neutral,Female,56 or older,Permanent Full-time,5-6
281,634563927869375000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,Disagree,Disagree,Neutral,Agree,Disagree,Female,56 or older,Permanent Full-time,11-20
282,634564000928438000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,Neutral,Neutral,Neutral,Neutral,Neutral,Female,56 or older,Permanent Full-time,7-10
283,634564018384531000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Neutral,Neutral,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
284,634564063601250000,Delivery (teaching),2011.0,Retirement,-,-,Ill Health,-,-,-,-,-,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
285,634564078365469000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Neutral,Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,More than 20 years
286,634564089906719000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,Disagree,Neutral,Strongly Agree,Agree,Disagree,Female,51-55,Permanent Full-time,11-20
287,634564734197031000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,,,,,,,,,
288,634564737601875000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Job Dissatisfaction,-,-,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Male,46 – 50,Temporary Full-time,Less than 1 year
289,634564781161406000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Disagree,Neutral,Agree,Male,41 – 45,Permanent Full-time,3-4
290,634564785186250000,Non-Delivery (corporate),,Retirement,,,,,,,,,,,,,,,,,
291,634564786657344000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Neutral,Strongly Agree,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
292,634564899012031000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Disagree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
