,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,service_years_x
188,189,non_teaching_role,Other,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,AO5-AO7,3 to 4 Years,3 to 4 Years
189,190,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,True,False,Female,41-45,AO8 and Above,5 to 6 Years,5 to 6 Years
190,191,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,True,False,False,True,False,False,False,False,Female,56+,AO5-AO7,7 to 10 Years,7 to 10 Years
191,192,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,A01-A04,3 to 4 Years,3 to 4 Years
192,193,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,,11 to 20 Years,11 to 20 Years
193,194,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,AO8 and Above,Under 1 Year,Under 1 Year
194,195,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
195,196,non_teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1 to 2 Years,1 to 2 Years
196,197,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,NaN,NaN
197,198,non_teaching_role,Resignation-Other employer,False,False,False,False,False,True,False,False,True,False,False,False,False,Female,31-35,A01-A04,7 to 10 Years,7 to 10 Years
198,199,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,11 to 20 Years,11 to 20 Years
199,200,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,5 to 6 Years,5 to 6 Years
200,201,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,AO8 and Above,1 to 2 Years,1 to 2 Years
201,202,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
202,203,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,True,Female,46-50,,7 to 10 Years,7 to 10 Years
203,204,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,,11 to 20 Years,11 to 20 Years
204,205,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,A01-A04,1 to 2 Years,1 to 2 Years
205,206,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,36-40,,5 to 6 Years,5 to 6 Years
206,207,non_teaching_role,Termination,False,False,False,False,False,True,False,False,True,True,False,False,False,Male,51-55,AO5-AO7,7 to 10 Years,7 to 10 Years
207,208,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,NaN,NaN
208,209,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
209,210,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,True,Female,46-50,Primary,7 to 10 Years,7 to 10 Years
210,211,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,PO1-PO4,5 to 6 Years,5 to 6 Years
211,212,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
212,213,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,Secondary,11 to 20 Years,11 to 20 Years
213,214,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
214,215,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,1 to 2 Years,1 to 2 Years
215,216,non_teaching_role,Termination,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,51-55,AO8 and Above,1 to 2 Years,1 to 2 Years
216,217,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
217,218,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,11 to 20 Years,11 to 20 Years
218,219,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,True,Female,51-55,Special Education,11 to 20 Years,11 to 20 Years
219,220,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
220,221,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,1 to 2 Years,1 to 2 Years
221,222,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
222,223,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,AO5-AO7,1 to 2 Years,1 to 2 Years
223,224,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,True,False,False,True,False,False,False,,51-55,Primary,5 to 6 Years,5 to 6 Years
224,225,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,36-40,Secondary,3 to 4 Years,3 to 4 Years
225,226,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
226,227,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,A01-A04,1 to 2 Years,1 to 2 Years
227,228,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,False,False,False,False,False,False,True,False,Male,46-50,AO8 and Above,3 to 4 Years,3 to 4 Years
228,229,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,56+,Primary,Under 1 Year,Under 1 Year
229,230,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,Under 1 Year,Under 1 Year
230,231,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,AO5-AO7,Under 1 Year,Under 1 Year
231,232,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,AO5-AO7,7 to 10 Years,7 to 10 Years
232,233,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,A01-A04,7 to 10 Years,7 to 10 Years
233,234,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,A01-A04,11 to 20 Years,11 to 20 Years
234,235,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
235,236,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,3 to 4 Years,3 to 4 Years
236,237,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,20 Plus Years,20 Plus Years
237,238,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,11 to 20 Years,11 to 20 Years
238,239,non_teaching_role,Voluntary Early Retirement (VER),False,True,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,AO5-AO7,7 to 10 Years,7 to 10 Years
239,240,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
240,241,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
241,242,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,11 to 20 Years,11 to 20 Years
242,243,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,A01-A04,11 to 20 Years,11 to 20 Years
243,244,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
244,245,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,AO5-AO7,NaN,NaN
245,246,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,A01-A04,11 to 20 Years,11 to 20 Years
246,247,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,A01-A04,20 Plus Years,20 Plus Years
247,248,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,PO1-PO4,5 to 6 Years,5 to 6 Years
248,249,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,Primary,1 to 2 Years,1 to 2 Years
249,250,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,Under 1 Year,Under 1 Year
250,251,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Primary,7 to 10 Years,7 to 10 Years
251,252,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,3 to 4 Years,3 to 4 Years
252,253,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,Secondary,1 to 2 Years,1 to 2 Years
253,254,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,,11 to 20 Years,11 to 20 Years
254,255,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,Secondary,Under 1 Year,Under 1 Year
255,256,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,Under 1 Year,Under 1 Year
256,257,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,7 to 10 Years,7 to 10 Years
257,258,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,A01-A04,Under 1 Year,Under 1 Year
258,259,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,Secondary,5 to 6 Years,5 to 6 Years
259,260,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,41-45,,3 to 4 Years,3 to 4 Years
260,261,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
261,262,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,1 to 2 Years,1 to 2 Years
262,263,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,Secondary,1 to 2 Years,1 to 2 Years
263,264,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Special Education,1 to 2 Years,1 to 2 Years
264,265,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,18-20,,1 to 2 Years,1 to 2 Years
265,266,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,5 to 6 Years,5 to 6 Years
266,267,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
267,268,non_teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,,1 to 2 Years,1 to 2 Years
268,269,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,Under 1 Year,Under 1 Year
269,270,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Secondary,1 to 2 Years,1 to 2 Years
270,271,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
271,272,non_teaching_role,Termination,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,56+,AO8 and Above,7 to 10 Years,7 to 10 Years
272,273,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,56+,,20 Plus Years,20 Plus Years
273,274,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,5 to 6 Years,5 to 6 Years
274,275,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,A01-A04,1 to 2 Years,1 to 2 Years
275,276,non_teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,AO5-AO7,7 to 10 Years,7 to 10 Years
276,277,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
277,278,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,True,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
278,279,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,A01-A04,1 to 2 Years,1 to 2 Years
279,280,non_teaching_role,Resignation-Other reasons,False,False,True,False,True,False,True,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
280,281,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
281,282,teaching_role,Age Retirement,False,False,False,False,True,True,True,False,False,False,False,False,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
282,283,non_teaching_role,Voluntary Early Retirement (VER),False,True,False,False,False,False,False,False,False,True,False,False,False,Female,26-30,AO5-AO7,Under 1 Year,Under 1 Year
283,284,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Secondary,5 to 6 Years,5 to 6 Years
284,285,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,3 to 4 Years,3 to 4 Years
285,286,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,Under 1 Year,Under 1 Year
286,287,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,Under 1 Year,Under 1 Year
287,288,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
288,289,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,26-30,AO5-AO7,NaN,NaN
289,290,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
290,291,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,,11 to 20 Years,11 to 20 Years
291,292,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
292,293,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56+,Primary,20 Plus Years,20 Plus Years
293,294,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,,56+,,NaN,NaN
294,295,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,PO1-PO4,20 Plus Years,20 Plus Years
295,296,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Special Education,7 to 10 Years,7 to 10 Years
296,297,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,3 to 4 Years,3 to 4 Years
297,298,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
298,299,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,Primary,1 to 2 Years,1 to 2 Years
299,300,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,A01-A04,11 to 20 Years,11 to 20 Years
300,301,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,11 to 20 Years,11 to 20 Years
301,302,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,NaN,NaN
302,303,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
303,304,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,51-55,,1 to 2 Years,1 to 2 Years
304,305,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Secondary,3 to 4 Years,3 to 4 Years
305,306,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,41-45,AO5-AO7,1 to 2 Years,1 to 2 Years
306,307,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,A01-A04,1 to 2 Years,1 to 2 Years
307,308,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,5 to 6 Years,5 to 6 Years
308,309,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,True,True,False,False,Male,51-55,Secondary,20 Plus Years,20 Plus Years
309,310,teaching_role,Age Retirement,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,51-55,Special Education,3 to 4 Years,3 to 4 Years
310,311,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,20 Plus Years,20 Plus Years
311,312,teaching_role,Resignation-Other employer,False,False,False,False,True,True,False,False,False,False,False,False,False,Male,36-40,Secondary,5 to 6 Years,5 to 6 Years
312,313,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,True,False,True,Female,36-40,Primary,1 to 2 Years,1 to 2 Years
313,314,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
314,315,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Primary,7 to 10 Years,7 to 10 Years
315,316,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
316,317,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
317,318,teaching_role,Resignation-Other employer,False,True,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,,20 Plus Years,20 Plus Years
318,319,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,46-50,,Under 1 Year,Under 1 Year
319,320,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
320,321,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,26-30,,1 to 2 Years,1 to 2 Years
321,322,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
322,323,teaching_role,Resignation-Other employer,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,26-30,Middle,5 to 6 Years,5 to 6 Years
323,324,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,11 to 20 Years,11 to 20 Years
324,325,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,1 to 2 Years,1 to 2 Years
325,326,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,7 to 10 Years,7 to 10 Years
326,327,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,,3 to 4 Years,3 to 4 Years
327,328,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
328,329,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,3 to 4 Years,3 to 4 Years
329,330,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,,,Secondary,NaN,NaN
330,331,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
331,332,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
332,333,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,21-25,,1 to 2 Years,1 to 2 Years
333,334,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,,Under 1 Year,Under 1 Year
334,335,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,Secondary,NaN,NaN
335,336,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,Primary,Under 1 Year,Under 1 Year
336,337,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,NaN,NaN
337,338,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,11 to 20 Years,11 to 20 Years
338,339,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
339,340,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56+,,NaN,NaN
340,341,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,26-30,Primary,1 to 2 Years,1 to 2 Years
341,342,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
342,343,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,Under 1 Year,Under 1 Year
343,344,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,NaN,NaN
344,345,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
345,346,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,Primary,20 Plus Years,20 Plus Years
346,347,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,NaN,NaN
347,348,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,3 to 4 Years,3 to 4 Years
348,349,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,Secondary,11 to 20 Years,11 to 20 Years
349,350,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,NaN,NaN
350,351,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
351,352,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
352,353,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,NaN,NaN
353,354,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,1 to 2 Years,1 to 2 Years
354,355,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,Secondary,5 to 6 Years,5 to 6 Years
355,356,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
356,357,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,1 to 2 Years,1 to 2 Years
357,358,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
358,359,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
359,360,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,A01-A04,20 Plus Years,20 Plus Years
360,361,teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,Under 1 Year,Under 1 Year
361,362,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
362,363,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
363,364,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,AO8 and Above,7 to 10 Years,7 to 10 Years
364,365,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,46-50,Primary,NaN,NaN
365,366,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,Secondary,NaN,NaN
366,367,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,Secondary,3 to 4 Years,3 to 4 Years
367,368,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Secondary,1 to 2 Years,1 to 2 Years
368,369,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
369,370,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
370,371,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Secondary,Under 1 Year,Under 1 Year
371,372,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,Under 1 Year,Under 1 Year
372,373,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,NaN,NaN
373,374,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,Under 1 Year,Under 1 Year
374,375,teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,11 to 20 Years,11 to 20 Years
375,376,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,11 to 20 Years,11 to 20 Years
376,377,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,5 to 6 Years,5 to 6 Years
377,378,teaching_role,Resignation-Other employer,False,False,False,False,False,True,False,False,True,True,False,False,False,Female,46-50,,NaN,NaN
